evidence_id,assertion_id,subject_id,predicate,object_entity_id,object_literal,assertion_status,assertion_method,confidence,passage_id,passage_text,source_id,source_title,edition_id,locator_id,locator_label,stable_url,relation,basis,directness,dataset_version,data_license,citation
chs:evidence:service-huangzhou-restriction,chs:assertion:service-huangzhou-restriction,chs:service:su-shi-huangzhou-punitive-status,cannot_sign_official_business,,不得签书公事,reviewed,source_transcription,high,chs:passage:dao-huangzhou-xiebiao-opening,去歲十二月二十九日，準敕，責授臣檢校尚書水部員外郎充黃州團練副使，本州安置，不得僉書公事，臣已於今月一日到本所訖者。,chs:source:dao-huangzhou-xiebiao,《到黄州谢表》,chs:edition:dao-huangzhou-xiebiao-wikisource,chs:locator:dao-huangzhou-xiebiao-opening,苏轼《到黄州谢表》开篇,https://zh.wikisource.org/w/index.php?title=到黃州謝表&oldid=471355,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:appointment-yuanyou-restoration,chs:assertion:appointment-yuanyou-restoration,chs:appointment:su-shi-chaofeng-zhidengzhou,restores_and_assigns,,复朝奉郎、知登州,reviewed,source_transcription,high,chs:passage:song-shi-338-yuanyou,神宗崩，哲宗立，复朝奉郎、知登州，召为礼部郎中。迁起居舍人。元祐元年，轼以七品服入侍延和，即赐银绯，迁中书舍人。寻除翰林学士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-338-yuanyou,《宋史》卷338苏轼传元祐任官诸段,https://zh.wikisource.org/zh-hans/宋史/卷338#苏轼,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:appointment-zhongshu-sheren,chs:assertion:appointment-zhongshu-sheren,chs:appointment:su-shi-zhongshu-sheren,promotes_to_zhongshu_sheren,,迁中书舍人,reviewed,source_transcription,high,chs:passage:song-shi-338-yuanyou,神宗崩，哲宗立，复朝奉郎、知登州，召为礼部郎中。迁起居舍人。元祐元年，轼以七品服入侍延和，即赐银绯，迁中书舍人。寻除翰林学士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-338-yuanyou,《宋史》卷338苏轼传元祐任官诸段,https://zh.wikisource.org/zh-hans/宋史/卷338#苏轼,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:appointment-hanlin-xueshi,chs:assertion:appointment-hanlin-xueshi,chs:appointment:su-shi-hanlin-xueshi,appoints_hanlin_xueshi,,寻除翰林学士,reviewed,source_transcription,high,chs:passage:song-shi-338-yuanyou,神宗崩，哲宗立，复朝奉郎、知登州，召为礼部郎中。迁起居舍人。元祐元年，轼以七品服入侍延和，即赐银绯，迁中书舍人。寻除翰林学士。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-338-yuanyou,《宋史》卷338苏轼传元祐任官诸段,https://zh.wikisource.org/zh-hans/宋史/卷338#苏轼,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:appointment-hangzhou-second,chs:assertion:appointment-hangzhou-second,chs:appointment:su-shi-hangzhou-second,appoints_longtu_and_zhihangzhou,,拜龙图阁学士、知杭州,reviewed,source_transcription,high,chs:passage:song-shi-338-hangzhou-second,四年，积以论事，为当轴者所恨。轼恐不见容，请外，拜龙图阁学士、知杭州。既至杭，大旱，饥疫并作。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-338-yuanyou,《宋史》卷338苏轼传元祐任官诸段,https://zh.wikisource.org/zh-hans/宋史/卷338#苏轼,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:service-hangzhou-second,chs:assertion:service-hangzhou-second,chs:service:su-shi-hangzhou-second,arrives_and_serves_in_hangzhou,chs:place-version:hangzhou-northern-song,,reviewed,source_transcription,high,chs:passage:song-shi-338-hangzhou-second,四年，积以论事，为当轴者所恨。轼恐不见容，请外，拜龙图阁学士、知杭州。既至杭，大旱，饥疫并作。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-338-yuanyou,《宋史》卷338苏轼传元祐任官诸段,https://zh.wikisource.org/zh-hans/宋史/卷338#苏轼,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:appointment-yingzhou-not-assumed,chs:assertion:appointment-yingzhou-not-assumed,chs:appointment:su-shi-yingzhou-not-assumed,appoints_but_not_assumed,,以本官知英州，寻降一官，未至,reviewed,source_transcription,high,chs:passage:song-shi-338-late,绍圣初，御史论轼掌内外制日，所作词命，以为讥斥先朝。遂以本官知英州，寻降一官，未至，贬宁远军节度副使，惠州安置。居三年，又贬琼州别驾，居昌化。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-338-late,《宋史》卷338苏轼传绍圣以后诸段,https://zh.wikisource.org/zh-hans/宋史/卷338#苏轼,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:appointment-huizhou-punitive,chs:assertion:appointment-huizhou-punitive,chs:appointment:su-shi-huizhou-punitive,demotes_and_places_at_huizhou,,贬宁远军节度副使，惠州安置,reviewed,source_transcription,high,chs:passage:song-shi-338-late,绍圣初，御史论轼掌内外制日，所作词命，以为讥斥先朝。遂以本官知英州，寻降一官，未至，贬宁远军节度副使，惠州安置。居三年，又贬琼州别驾，居昌化。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-338-late,《宋史》卷338苏轼传绍圣以后诸段,https://zh.wikisource.org/zh-hans/宋史/卷338#苏轼,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:appointment-qiongzhou-changhua,chs:assertion:appointment-qiongzhou-changhua,chs:appointment:su-shi-qiongzhou-biejia,demotes_then_resides_at_changhua,,又贬琼州别驾，居昌化,reviewed,source_transcription,high,chs:passage:song-shi-338-late,绍圣初，御史论轼掌内外制日，所作词命，以为讥斥先朝。遂以本官知英州，寻降一官，未至，贬宁远军节度副使，惠州安置。居三年，又贬琼州别驾，居昌化。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-338-late,《宋史》卷338苏轼传绍圣以后诸段,https://zh.wikisource.org/zh-hans/宋史/卷338#苏轼,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-taishi,chs:assertion:usage-taishi,chs:title-usage:taishi-northern-song,has_period_usage,,太师为北宋三师加官之一，特拜名号本身不表示预政。,reviewed,source_transcription,high,chs:passage:song-shi-161-three-high-offices,宋承唐制，以太师、太傅、太保为三师，太尉、司徒、司空为三公，为宰相、亲王使相加官，其特拜者不预政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-three-high-offices,《宋史》卷161“三师三公”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#三师_三公,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-taifu,chs:assertion:usage-taifu,chs:title-usage:taifu-northern-song,has_period_usage,,太傅为北宋三师加官之一，名号本身不表示实际职事。,reviewed,source_transcription,high,chs:passage:song-shi-161-three-high-offices,宋承唐制，以太师、太傅、太保为三师，太尉、司徒、司空为三公，为宰相、亲王使相加官，其特拜者不预政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-three-high-offices,《宋史》卷161“三师三公”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#三师_三公,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-taibao,chs:assertion:usage-taibao,chs:title-usage:taibao-northern-song,has_period_usage,,太保为北宋三师加官之一，名号本身不表示实际职事。,reviewed,source_transcription,high,chs:passage:song-shi-161-three-high-offices,宋承唐制，以太师、太傅、太保为三师，太尉、司徒、司空为三公，为宰相、亲王使相加官，其特拜者不预政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-three-high-offices,《宋史》卷161“三师三公”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#三师_三公,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-taiwei,chs:assertion:usage-taiwei,chs:title-usage:taiwei-northern-song,has_period_usage,,太尉为北宋三公加官之一，特拜者不预政事。,reviewed,source_transcription,high,chs:passage:song-shi-161-three-high-offices,宋承唐制，以太师、太傅、太保为三师，太尉、司徒、司空为三公，为宰相、亲王使相加官，其特拜者不预政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-three-high-offices,《宋史》卷161“三师三公”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#三师_三公,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-situ,chs:assertion:usage-situ,chs:title-usage:situ-northern-song,has_period_usage,,司徒为北宋三公加官之一，特拜者不预政事。,reviewed,source_transcription,high,chs:passage:song-shi-161-three-high-offices,宋承唐制，以太师、太傅、太保为三师，太尉、司徒、司空为三公，为宰相、亲王使相加官，其特拜者不预政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-three-high-offices,《宋史》卷161“三师三公”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#三师_三公,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-sikong,chs:assertion:usage-sikong,chs:title-usage:sikong-northern-song,has_period_usage,,司空为北宋三公加官之一，特拜者不预政事。,reviewed,source_transcription,high,chs:passage:song-shi-161-three-high-offices,宋承唐制，以太师、太傅、太保为三师，太尉、司徒、司空为三公，为宰相、亲王使相加官，其特拜者不预政事。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-three-high-offices,《宋史》卷161“三师三公”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#三师_三公,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-tongpingzhangshi,chs:assertion:usage-tongpingzhangshi,chs:title-usage:tongpingzhangshi-pre-yuanfeng,serves_as_chief_councilor,,元丰改制前，同平章事为真相之任；二人时分日知印。,reviewed,source_transcription,high,chs:passage:song-shi-161-chief-councilor,宋承唐制，以同平章事为真相之任，无常员；有二人，则分日知印。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-chief-councilor,《宋史》卷161“宰相之职”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#宰相之职,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-canzhi-zhengshi,chs:assertion:usage-canzhi-zhengshi,chs:title-usage:canzhi-zhengshi-pre-yuanfeng,serves_as_deputy_councilor,,参知政事掌副宰相、参大政庶务；元丰新官制废此名并以两省侍郎、左右丞代任。,reviewed,source_transcription,high,chs:passage:song-shi-161-canzhi-zhengshi,参知政事，掌副宰相，毗大政，参庶务。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-canzhi-zhengshi,《宋史》卷161“参知政事”,https://zh.wikisource.org/zh-hans/宋史/卷161#参知政事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-canzhi-zhengshi-yuanfeng,chs:assertion:usage-canzhi-zhengshi,chs:title-usage:canzhi-zhengshi-pre-yuanfeng,serves_as_deputy_councilor,,参知政事掌副宰相、参大政庶务；元丰新官制废此名并以两省侍郎、左右丞代任。,reviewed,source_transcription,high,chs:passage:song-shi-161-canzhi-yuanfeng,元丰新官制，废参知政事，置门下、中书二侍郎，尚书左、右丞以代其任。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-canzhi-zhengshi,《宋史》卷161“参知政事”,https://zh.wikisource.org/zh-hans/宋史/卷161#参知政事,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shizhong-pre-yuanfeng,chs:assertion:usage-shizhong-pre-yuanfeng,chs:title-usage:shizhong-pre-yuanfeng,has_formal_duty_but_is_rarely_filled,,元丰改制前，侍中有议大政、审出纳的正式职掌，但北宋以秩高罕除，名号不等于实际行职。,reviewed,source_transcription,high,chs:passage:song-shi-161-menxia-offices,侍中，掌佐天子议大政，审中外出纳之事。国朝以秩高罕除。官制行，以左仆射兼门下侍郎行侍中职，别置侍郎以佐之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-menxia-offices,《宋史》卷161“门下省”及所属官段,https://zh.wikisource.org/zh-hans/宋史/卷161#门下省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-shizhong,chs:assertion:usage-shizhong,chs:title-usage:shizhong-yuanfeng,has_formal_duty_but_rarely_filled,,侍中条文掌议大政、审出纳，北宋秩高罕除；元丰后由左仆射兼门下侍郎行职。,reviewed,source_transcription,high,chs:passage:song-shi-161-menxia-offices,侍中，掌佐天子议大政，审中外出纳之事。国朝以秩高罕除。官制行，以左仆射兼门下侍郎行侍中职，别置侍郎以佐之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-menxia-offices,《宋史》卷161“门下省”及所属官段,https://zh.wikisource.org/zh-hans/宋史/卷161#门下省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-menxia-shilang,chs:assertion:usage-menxia-shilang,chs:title-usage:menxia-shilang-yuanfeng,serves_as_executive_official,,门下侍郎辅贰侍中、省中外出纳，并列为元丰后执政官。,reviewed,source_transcription,high,chs:passage:song-shi-161-menxia-shilang,侍郎，掌贰侍中之职，省中外出纳之事。与知枢密院、同知枢密院、中书侍郎、尚书左右丞为执政官。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-menxia-offices,《宋史》卷161“门下省”及所属官段,https://zh.wikisource.org/zh-hans/宋史/卷161#门下省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zuo-jianyi-dafu,chs:assertion:usage-zuo-jianyi-dafu,chs:title-usage:zuo-jianyi-dafu-yuanfeng,performs_remonstrance,,左谏议大夫与左司谏、左正言等同掌规谏讽谕。,reviewed,source_transcription,high,chs:passage:song-shi-161-remonstrance,左散骑常侍、左谏议大夫、左司谏、左正言，同掌规谏讽谕。凡朝政阙失、大臣至百官任非其人、三省至百司事有违失，皆得谏正。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-remonstrance,《宋史》卷161左右司谏、左右正言职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#左散骑常侍_左谏议大夫_左司谏_左正言,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zuo-sijian,chs:assertion:usage-zuo-sijian,chs:title-usage:zuo-sijian-yuanfeng,performs_remonstrance,,左司谏在元丰官制正名后实际承担规谏讽谕。,reviewed,source_transcription,high,chs:passage:song-shi-161-remonstrance,左散骑常侍、左谏议大夫、左司谏、左正言，同掌规谏讽谕。凡朝政阙失、大臣至百官任非其人、三省至百司事有违失，皆得谏正。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-remonstrance,《宋史》卷161左右司谏、左右正言职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#左散骑常侍_左谏议大夫_左司谏_左正言,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zuo-zhengyan,chs:assertion:usage-zuo-zhengyan,chs:title-usage:zuo-zhengyan-yuanfeng,performs_remonstrance,,左正言在元丰官制正名后实际承担规谏讽谕。,reviewed,source_transcription,high,chs:passage:song-shi-161-remonstrance,左散骑常侍、左谏议大夫、左司谏、左正言，同掌规谏讽谕。凡朝政阙失、大臣至百官任非其人、三省至百司事有违失，皆得谏正。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-remonstrance,《宋史》卷161左右司谏、左右正言职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#左散骑常侍_左谏议大夫_左司谏_左正言,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-jishizhong,chs:assertion:usage-jishizhong,chs:title-usage:jishizhong-yuanfeng,reviews_and_remonstrates_commands,,给事中审读出纳；遇政令失当或除授非人，可论奏驳正。,reviewed,source_transcription,high,chs:passage:song-shi-161-jishizhong,给事中四人，分治六房，掌读中外出纳，及判后省之事。若政令有失当，除授非其人，则论奏而驳正之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-jishizhong,《宋史》卷161“给事中”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#给事中,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-qiju-lang,chs:assertion:usage-qiju-lang,chs:title-usage:qiju-lang-yuanfeng,records_imperial_activity,,元丰后起居郎为实际史职，记录天子言动、政令制度与除授等。,reviewed,source_transcription,high,chs:passage:song-shi-161-qijulang,起居郎一人，掌记天子言动。凡朝廷命令赦宥、礼乐法度损益因革、赏罚劝惩、群臣进对、文武臣除授及祭祀宴享、临幸引见之事，皆书以授著作官。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-qijulang,《宋史》卷161“起居郎”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#起居郎,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-fubao-lang,chs:assertion:usage-fubao-lang,chs:title-usage:fubao-lang-yuanfeng,has_formal_duty_but_unfilled,,符宝郎条文掌外廷符宝，但元丰官制行后未尝除人。,reviewed,source_transcription,high,chs:passage:song-shi-161-fubao-lang,符宝郎二人，掌外廷符宝之事。禁中别有内符宝郎。官制行，未尝除。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-menxia-offices,《宋史》卷161“门下省”及所属官段,https://zh.wikisource.org/zh-hans/宋史/卷161#门下省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zhongshu-ling,chs:assertion:usage-zhongshu-ling,chs:title-usage:zhongshu-ling-yuanfeng,has_formal_duty_but_unfilled,,中书令条文掌议大政、宣命，北宋未尝真拜；元丰后由右仆射兼中书侍郎行职。,reviewed,source_transcription,high,chs:passage:song-shi-161-zhongshu-ling,令，掌佐天子议大政，授所行命令而宣之。国朝未尝真拜，以他官兼领者不预政事。官制行，以右仆射兼中书侍郎行令之职。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-zhongshu-offices,《宋史》卷161中书令、中书侍郎职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#中书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-zhongshu-shilang,chs:assertion:usage-zhongshu-shilang,chs:title-usage:zhongshu-shilang-yuanfeng,serves_as_executive_official,,中书侍郎辅贰中书令，参议大政并承奉诏旨。,reviewed,source_transcription,high,chs:passage:song-shi-161-zhongshu-shilang,侍郎，掌贰令之职，参议大政，授所宣诏旨而奉之。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-zhongshu-offices,《宋史》卷161中书令、中书侍郎职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#中书省,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-qiju-sheren,chs:assertion:usage-qiju-sheren,chs:title-usage:qiju-sheren-yuanfeng,changes_from_rank_to_duty,,起居舍人元丰前为寄禄，官制行后成为与起居郎同掌记注的职任。,reviewed,source_transcription,high,chs:passage:song-shi-161-qijusheren,起居舍人一人，掌同门下省起居郎。元丰前，以起居郎、舍人寄禄，而更命他官领其事，谓之同修起居注。官制行，以郎、舍人为职任。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-qijusheren,《宋史》卷161“起居舍人”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#起居舍人,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-you-jianyi-dafu,chs:assertion:usage-you-jianyi-dafu,chs:title-usage:you-jianyi-dafu-yuanfeng,performs_remonstrance,,右谏议大夫与门下左侧谏官职掌相同，分属中书省。,reviewed,source_transcription,high,chs:passage:song-shi-161-right-remonstrance,右散骑常侍、右谏议大夫、右司谏、右正言与门下省同，但左属门下，右属中书，皆附两省班籍，通谓之两省官。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-remonstrance,《宋史》卷161左右司谏、左右正言职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#左散骑常侍_左谏议大夫_左司谏_左正言,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-you-sijian,chs:assertion:usage-you-sijian,chs:title-usage:you-sijian-yuanfeng,performs_remonstrance,,右司谏与门下左侧谏官职掌相同，分属中书省。,reviewed,source_transcription,high,chs:passage:song-shi-161-right-remonstrance,右散骑常侍、右谏议大夫、右司谏、右正言与门下省同，但左属门下，右属中书，皆附两省班籍，通谓之两省官。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-remonstrance,《宋史》卷161左右司谏、左右正言职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#左散骑常侍_左谏议大夫_左司谏_左正言,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-you-zhengyan,chs:assertion:usage-you-zhengyan,chs:title-usage:you-zhengyan-yuanfeng,performs_remonstrance,,右正言与门下左侧谏官职掌相同，分属中书省。,reviewed,source_transcription,high,chs:passage:song-shi-161-right-remonstrance,右散骑常侍、右谏议大夫、右司谏、右正言与门下省同，但左属门下，右属中书，皆附两省班籍，通谓之两省官。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-remonstrance,《宋史》卷161左右司谏、左右正言职掌段,https://zh.wikisource.org/zh-hans/宋史/卷161#左散骑常侍_左谏议大夫_左司谏_左正言,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
chs:evidence:core-jianzheng-guan,chs:assertion:usage-jianzheng-guan,chs:title-usage:jianzheng-guan-xining,corrects_secretariat_business,,熙宁三年置检正官掌纠正省务；元丰官制行后罢，职归左右司。,reviewed,source_transcription,high,chs:passage:song-shi-161-jianzheng,检正官五房各一人，掌纠正省务。熙宁三年置，以京朝官充，选人即为习学公事。官制行，罢之，而其职归左右司。,chs:source:song-shi,《宋史》,chs:edition:song-shi-wikisource-zh-hans,chs:locator:song-shi-161-jianzheng,《宋史》卷161“检正官”第1段,https://zh.wikisource.org/zh-hans/宋史/卷161#检正官,supports,explicit_statement,direct,0.3.1-research.1,CC BY 4.0；第三方短引文仍遵循各来源标注的权利和引用条件,除授项目组：《除授北宋文官制度研究种子集》，0.3.1-research.1，2026-07-13。
